survived,title,surname,first name,sex,age,department,position,boarded,lifeboat,body,home
0,Mr.,Bulley,Henry,male,21.0,Victualling,Boots,S,,,"Southampton, Hampshire, England"
0,Mr.,Bunnell,Wilfred,male,20.0,Victualling,Plate Steward,B,,,"Southampton, Hampshire, England"
1,Mr.,Burgess,Charles,male,18.0,Victualling,Extra Third Baker,S,15,,"Southampton, Hampshire, England"
0,Mr.,Burke,Richard,male,30.0,Victualling,Lounge Steward,B,,,"Chandler's Ford, Hampshire, England"
1,Mr.,Burke,William,male,31.0,Victualling,Saloon Steward,B,10,,"Southampton, Hampshire, England"
0,Mr.,Burr,Ewart,male,29.0,Victualling,Saloon Steward,S,,,"Woolston, Hampshire, England"
1,Mr.,Burrage,Alfred,male,20.0,Victualling,Plate Steward,S,13,,"Southampton, Hampshire, England"
0,Mr.,Butt,Robert,male,22.0,Victualling,Saloon Steward,S,,10.0,"Southampton, Hampshire, England"
0,Mr.,Butterworth,John,male,23.0,Victualling,Saloon Steward,S,,116.0,"Southampton, Hampshire, England"
0,Mr.,Byrne,J.E.,male,31.0,Victualling,Bedroom Steward,S,,,"Ilford, London, England"
0,Mr.,Campbell,Donald,male,25.0,Victualling,Third Class Clerk,S,,,"Southampton, Hampshire, England"
0,Mr.,Carney,William,male,31.0,Victualling,Lift Steward,S,,251.0,"Liverpool, Lancashire, England"
0,Mr.,Cartwright,James,male,32.0,Victualling,Saloon Steward,B,,320.0,"Southampton, Hampshire, England"
0,Mr.,Casswill,Charles,male,32.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
1,Miss,Caton,Annie,female,50.0,Victualling,Turkish Bath Stewardess,S,11,,"London, England"
0,Mr.,Caunt,William,male,27.0,Victualling,Grill Cook,S,,,"Southampton, Hampshire, England"
0,Mr.,Cave,Herbert,male,34.0,Victualling,Saloon Steward,B,,218.0,"Southampton, Hampshire, England"
0,Mr.,Cecil,C.,male,20.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Chapman,Joseph,male,32.0,Victualling,Boots,S,9,,"Southampton, Hampshire, England"
0,Mr.,Charman,John,male,25.0,Victualling,Saloon Steward,S,,185.0,"Southampton, Hampshire, England"
0,Mr.,Cheverton,William,male,27.0,Victualling,Saloon Steward,B,,334.0,"Newport, Pembrokeshire, Wales"
0,Mr.,Chitty,Archibald,male,28.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Chitty,George,male,52.0,Victualling,Baker,S,,,"Southampton, Hampshire, England"
0,Mr.,Christmas,H.,male,33.0,Victualling,Assistant Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Coleman,Albert,male,28.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Coleman,John,male,57.0,Victualling,Mess Steward,S,,112.0,"Itchen, Hampshire, England"
1,Mr.,Colgan,E.,male,33.0,Victualling,Scullion,S,13,,"Southampton, Hampshire, England"
1,Mr.,Collins,John,male,17.0,Victualling,Scullion,S,B,,"Belfast, Ireland"
0,Mr.,Conway,P.W.,male,25.0,Victualling,Saloon Steward,B,,,"London, England"
0,Mr.,Cook,George,male,42.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Coombs,Augustus,male,38.0,Victualling,Cook,S,,,"Southampton, Hampshire, England"
0,Mr.,Corben,Ernest,male,27.0,Victualling,Assistant Printer Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Coutin,Auguste,male,28.0,Victualling,Entree Cook,S,,,"Southampton, Hampshire, England"
0,Mr.,Cox,William,male,29.0,Victualling,Steward,S,,300.0,"Southampton, Hampshire, England"
1,Mr.,Crafter,Frederick,male,27.0,Victualling,Saloon Steward,S,15,,"Southampton, Hampshire, England"
1,Mr.,Crawford,Alfred,male,36.0,Victualling,Bedroom Steward,B,8,,"Southampton, Hampshire, England"
0,Mr.,Crisp,Albert,male,35.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Crispin,William,male,32.0,Victualling,Glory Hole Steward,S,,,"Eastleigh, Hampshire, England"
0,Mr.,Crosby,J.,male,42.0,Victualling,Turkish Bath Attendant,S,,,"London, England"
1,Mr.,Crowe,George,male,30.0,Victualling,Saloon Steward,S,14,,"Southampton, Hampshire, England"
0,Mr.,Crumplin,Charles,male,35.0,Victualling,Bedroom Steward,B,,,"Southampton, Hampshire, England"
1,Mr.,Cullen,Charles,male,45.0,Victualling,Bedroom Steward,B,11,,"Southampton, Hampshire, England"
1,Mr.,Cunningham,Andrew,male,35.0,Victualling,Bedroom Steward,B,4,,"Southampton, Hampshire, England"
1,Mr.,Daniels,Sidney,male,18.0,Victualling,Steward,S,B,,"Southsea, Hampshire, England"
0,Mr.,Dashwood,William,male,19.0,Victualling,Saloon Steward,S,,83.0,"Southampton, Hampshire, England"
0,Mr.,Davies,Gordon,male,33.0,Victualling,Bedroom Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Davies,John,male,27.0,Victualling,Extra 2nd Baker,B,,200.0,"Southampton, Hampshire, England"
0,Mr.,Davies,Robert,male,26.0,Victualling,Saloon Steward,B,,191.0,"Southampton, Hampshire, England"
0,Mr.,Dean,George,male,19.0,Victualling,Assistant Saloon Steward,S,,252.0,"Southampton, Hampshire, England"
0,Mr.,Deeble,Alfred,male,29.0,Victualling,Saloon Steward,B,,270.0,"Southampton, Hampshire, England"
0,Mr.,Derrett,Albert,male,26.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Deslands,Percival,male,36.0,Victualling,Saloon Steward,S,,212.0,"Southampton, Hampshire, England"
0,Mr.,Desvernine,Louis,male,20.0,Victualling,Assistant Pastry Cook,S,,,"Southampton, Hampshire, England"
0,Mr.,Dinenage,James,male,47.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Dodd,George,male,44.0,Victualling,Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Dolby,Joseph,male,36.0,Victualling,Reception Room Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Donoghue,Frank,male,35.0,Victualling,Bedroom Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Doughty,W.,male,22.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Dunford,William,male,41.0,Victualling,Hospital Steward,S,,71.0,"Southampton, Hampshire, England"
0,Mr.,Dyer,William,male,31.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Edbrooke,F.,male,24.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Ede,George,male,22.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Edge,Frederick,male,37.0,Victualling,Deck Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Edwards,Clement,male,38.0,Victualling,Assistant Pantryman Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Egg,W.H.,male,34.0,Victualling,Steward,S,,,"London, England"
1,Mr.,Ellis,John,male,30.0,Victualling,Assistant Vegetable Cook,S,2,,"Southampton, Hampshire, England"
0,Mr.,Ennis,Walter,male,35.0,Victualling,Turkish Bath Attendant,S,,,"Southport, Lancashire, England"
1,Mr.,Etches,Henry,male,41.0,Victualling,Bedroom Steward,B,5,,"Southampton, Hampshire, England"
0,Mr.,Evans,George,male,32.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Fairall,Henry,male,38.0,Victualling,Saloon Steward,B,,,"Ryde, Isle of Wight, England"
0,Mr.,Farrenden,Ernest,male,32.0,Victualling,Confectioner,B,,,"Emsworth, Hampshire, England"
1,Mr.,Faulkner,William,male,37.0,Victualling,Bedroom Steward,B,11,,"Southampton, Hampshire, England"
0,Mr.,Fellowes,Alfred,male,29.0,Victualling,Boots,B,,138.0,"Southampton, Hampshire, England"
0,Mr.,Feltham,G.,male,36.0,Victualling,Vienna Baker,S,,,"Southampton, Hampshire, England"
0,Mr.,Finch,Harry,male,18.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Fletcher,Peter,male,26.0,Victualling,Bugler Steward,B,,,"Sholing, Hampshire, England"
1,Mr.,Foley,William,male,26.0,Victualling,Steward,S,13,,"Southampton, Hampshire, England"
0,Mr.,Ford,Ernest,male,32.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Ford,F.,male,37.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Fox,William,male,27.0,Victualling,Steward,S,,214.0,"Ealing, London, England"
0,Mr.,Franklin,Alan,male,29.0,Victualling,Saloon Steward,S,,262.0,"Southampton, Hampshire, England"
0,Mr.,Freeman,Ernest,male,43.0,Victualling,Deck Steward,B,,239.0,"Southampton, Hampshire, England"
0,Mr.,Geddes,Richard,male,31.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Gibbons,Jacob,male,36.0,Victualling,Saloon Steward,S,11,,"Studland, Dorset, England"
0,Mr.,Giles,John,male,30.0,Victualling,Baker,S,,,"Southampton, Hampshire, England"
0,Mr.,Gill,Joseph,male,34.0,Victualling,Bedroom Steward,B,,49.0,"Southampton, Hampshire, England"
0,Mr.,Gill,Patrick,male,38.0,Victualling,Ship's Cook,S,,,"Southampton, Hampshire, England"
1,Mrs.,Gold,Katherine,female,42.0,Victualling,Stewardess,S,11,,"Southampton, Hampshire, England"
0,Mr.,Gollop,F.,male,28.0,Victualling,Assistant Passage Cook,S,,,"Southampton, Hampshire, England"
0,Mr.,Goshawk,Arthur,male,31.0,Victualling,Third Saloon Steward,B,,,"Southampton, Hampshire, England"
1,Miss,Gregson,Mary,female,44.0,Victualling,Stewardess,S,16,,"Southampton, Hampshire, England"
0,Mr.,Gunn,Joseph,male,28.0,Victualling,Assistant Saloon Steward,S,,125.0,"Southampton, Hampshire, England"
1,Mr.,Guy,Edward,male,28.0,Victualling,Boots,S,5,,"Southampton, Hampshire, England"
1,Mr.,Halford,Richard,male,22.0,Victualling,Steward,S,15,,"Southampton, Hampshire, England"
0,Mr.,Hall,F.A.J.,male,38.0,Victualling,Scullion,S,,,"London, England"
0,Mr.,Hamblyn,Ernest,male,41.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Hamilton,Ernest,male,25.0,Victualling,Assistant Smoke Room Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Harding,A.,male,20.0,Victualling,Assistant Pantry Steward,S,,,"Swaythling, Hampshire, England"
1,Mr.,Hardwick,Reginald,male,21.0,Victualling,Kitchen Porter,S,11,,"Southampton, Hampshire, England"
1,Mr.,Hardy,John,male,37.0,Victualling,Chief 2nd Class Steward,B,D,,"Southampton, Hampshire, England"
0,Mr.,Harris,Charles,male,19.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Harris,Clifford,male,16.0,Victualling,Bell Boy,S,,,"Southampton, Hampshire, England"
0,Mr.,Harris,Edward,male,18.0,Victualling,Assistant Pantryman Steward,S,,,"Winchester, Hampshire, England"
1,Mr.,Harrison,Aragon,male,40.0,Victualling,Saloon Steward,S,9,,"Southampton, Hampshire, England"
1,Mr.,Hart,John,male,31.0,Victualling,Third Class Steward,S,15,,"Southampton, Hampshire, England"
1,Mr.,Hartnell,Frederick,male,21.0,Victualling,Saloon Steward,S,11,,"Southampton, Hampshire, England"
0,Mr.,Hatch,Hugh,male,22.0,Victualling,Scullion,S,,,"Southampton, Hampshire, England"
0,Mr.,Hawkesworth,James,male,38.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Hawkesworth,William,male,38.0,Victualling,Deck Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Hayter,Arthur,male,44.0,Victualling,Bedroom Steward,B,,25.0,"Southampton, Hampshire, England"
0,Mr.,Heinen,Joseph,male,30.0,Victualling,Saloon Steward,S,,,"Lewisham, London, England"
0,Mr.,Hendy,Edward,male,38.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Hensford,Herbert,male,29.0,Victualling,Butcher,S,,,"Southampton, Hampshire, England"
0,Mr.,Hewett,Thomas,male,37.0,Victualling,Bedroom Steward,B,,168.0,"Liverpool, Lancashire, England"
0,Mr.,Hill,H.P.,male,36.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Hill,James,male,38.0,Victualling,Bedroom Steward,B,,152.0,"Southampton, Hampshire, England"
0,Mr.,Hinckley,George,male,35.0,Victualling,Bath Steward,S,,66.0,"Southampton, Hampshire, England"
0,Mr.,Hine,William,male,36.0,Victualling,Baker,S,,,"Southampton, Hampshire, England"
0,Mr.,Hiscock,S.,male,22.0,Victualling,Plate Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Hoare,Leonard,male,21.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Hogg,Charles,male,37.0,Victualling,Bedroom Steward,S,,,"Liverpool, Lancashire, England"
0,Mr.,Hogue,E.,male,22.0,Victualling,Plate Steward,S,,,"London, England"
0,Mr.,Holland,Thomas,male,28.0,Victualling,Reception Steward,B,,,"Liverpool, Lancashire, England"
0,Mr.,Holloway,Sidney,male,20.0,Victualling,Clothes Presser,S,,273.0,"Southampton, Hampshire, England"
0,Mr.,Hopkins,F.,male,16.0,Victualling,Plate Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,House,William,male,38.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Howell,Arthur,male,31.0,Victualling,Saloon Steward,B,,319.0,"Itchen, Hampshire, England"
0,Mr.,Hughes,William,male,33.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Humby,Frederick,male,16.0,Victualling,Plate Steward,S,,237.0,"Southampton, Hampshire, England"
0,Mr.,Humphreys,Thomas,male,31.0,Victualling,Assistant Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Hutchinson,James,male,29.0,Victualling,Vegetable Cook,S,,250.0,"Liverpool, Lancashire, England"
1,Mr.,Hyland,Leo,male,19.0,Victualling,Steward,S,11,,"Southampton, Hampshire, England"
0,Mr.,Ide,Harry,male,32.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Ingrouille,Henry,male,21.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Ings,William,male,20.0,Victualling,Scullion,S,,,"Southampton, Hampshire, England"
0,Mr.,Jackson,Cecil,male,29.0,Victualling,Boots,B,,,"Southampton, Hampshire, England"
0,Mr.,Janaway,William,male,35.0,Victualling,Bedroom Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Jenner,Harry,male,41.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Jensen,Charles,male,25.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
1,Miss,Jessop,Violet,female,24.0,Victualling,Stewardess,S,16,,"London, England"
0,Mr.,Johnson Thorne,Harry,male,25.0,Victualling,Assistant Ship's Cook,S,,,"Southampton, Hampshire, England"
1,Mr.,Johnston,James,male,41.0,Victualling,Saloon Steward,B,2,,"Southampton, Hampshire, England"
0,Mr.,Jones,Albert,male,17.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Jones,Arthur,male,38.0,Victualling,Plate Steward,S,,,"Woolston, Hampshire, England"
0,Mr.,Jones,H.,male,29.0,Victualling,Roast Cook,S,,,"Alresford, Essex, England"
0,Mr.,Jones,Reginald,male,20.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Joughin,Charles,male,32.0,Victualling,Chief Baker,B,B,,"Southampton, Hampshire, England"
1,Mr.,Keen,Percy,male,28.0,Victualling,Saloon Steward,S,15,,"Southampton, Hampshire, England"
0,Mr.,Kelland,Thomas,male,21.0,Victualling,Library Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Kennell,Charles,male,30.0,Victualling,Hebrew Cook,S,,,"Southampton, Hampshire, England"
1,Mr.,Kerley,William,male,28.0,Victualling,Assistant Saloon Steward,S,A,333.0,"Salisbury, Wiltshire, England"
0,Mr.,Ketchley,Henry,male,30.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Kieran,James,male,32.0,Victualling,Chief 3rd Class Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Kieran,Michael,male,31.0,Victualling,Storekeeper,S,,,"Southampton, Hampshire, England"
0,Mr.,King,Alfred,male,18.0,Victualling,Lift Steward,S,,238.0,"Southampton, Hampshire, England"
0,Mr.,King,Ernest,male,28.0,Victualling,Clerk,S,,321.0,"Clones, Monaghan, Ireland"
0,Mr.,King,G.,male,20.0,Victualling,Scullion,S,,,"Southampton, Hampshire, England"
0,Mr.,Kingscote,William,male,43.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Kirkaldy,Thomas,male,37.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Kitching,Arthur,male,30.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Klein,Herbert,male,33.0,Victualling,Second Class Barber,S,,,"Southampton, Hampshire, England"
1,Mr.,Knight,George,male,44.0,Victualling,Saloon Steward,S,13,,"Woolston, Hampshire, England"
0,Mr.,Knight,Leonard,male,21.0,Victualling,Steward,S,,,"Bishopstoke, Hampshire, England"
0,Mr.,Lacey,Bert,male,21.0,Victualling,Assistant Saloon Steward,S,,44.0,"Salisbury, Wiltshire, England"
0,Mr.,Lake,William,male,35.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Lane,Albert,male,34.0,Victualling,Saloon Steward,S,,,"Woolston, Hampshire, England"
0,Mr.,Latimer,Andrew,male,55.0,Victualling,Chief First Class Steward,B,,,"Liverpool, Lancashire, England"
1,Miss,Lavington,Bessie,female,39.0,Victualling,Stewardess,S,11,,"Winchester, Hampshire, England"
0,Mr.,Lawrence,Arthur,male,25.0,Victualling,Saloon Steward,B,,90.0,"Rochford, Essex, England"
0,Mr.,Leader,Archie,male,22.0,Victualling,Confectioner,S,,,"Southampton, Hampshire, England"
1,Mrs.,Leather,Elizabeth,female,41.0,Victualling,Stewardess,S,16,,"Liverpool, Lancashire, England"
0,Mr.,Lefebvre,Paul,male,35.0,Victualling,Saloon Steward,S,,211.0,"Southampton, Hampshire, England"
0,Mr.,Leonard,Matthew,male,26.0,Victualling,Steward,B,,,"Belfast, Ireland"
0,Mr.,Levett,George,male,21.0,Victualling,Assistant Pantryman,B,,,"Southampton, Hampshire, England"
1,Mr.,Lewis,Arthur,male,27.0,Victualling,Steward,S,15,,"Southampton, Hampshire, England"
0,Mr.,Light,C.,male,23.0,Victualling,Plate Steward,S,,,"Christchurch, Dorset, England"
1,Mr.,Littlejohn,Alexander,male,40.0,Victualling,Saloon Steward,B,13,,"Southampton, Hampshire, England"
0,Mr.,Lloyd,Humphrey,male,32.0,Victualling,Saloon Steward,B,,57.0,"Southampton, Hampshire, England"
0,Mr.,Locke,A.,male,33.0,Victualling,Scullion,S,,,"Southampton, Hampshire, England"
0,Mr.,Longmuir,John,male,19.0,Victualling,Assistant Pantry Steward,S,,,"Eastleigh, Hampshire, England"
0,Mr.,Lovell,John,male,38.0,Victualling,Grill Cook,S,,,"Southampton, Hampshire, England"
1,Mr.,Lucas,William,male,34.0,Victualling,Saloon Steward,B,A,,"Southampton, Hampshire, England"
0,Mr.,Lydiatt,Charles,male,38.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Mabey,J.,male,23.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Mackay,Charles,male,34.0,Victualling,Saloon Steward,B,11,,"Southampton, Hampshire, England"
0,Mr.,Mackie,George,male,34.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Major,Thomas,male,35.0,Victualling,Bath Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Mantle,Roland,male,36.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Marks,J.,male,26.0,Victualling,Assistant Pantryman Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Marriott,J.W.,male,20.0,Victualling,Assistant Pantryman Steward,S,,2.0,"Southampton, Hampshire, England"
1,Miss,Marsden,Evelyn,female,28.0,Victualling,Stewardess,S,16,,"Southampton, Hampshire, England"
1,Mrs.,Martin,Annie,female,33.0,Victualling,Stewardess,S,11,,"Portsmouth, Hampshire, England"
1,Mr.,Martin,F.,male,29.0,Victualling,Scullion,S,13,,"Fareham, Hampshire, England"
1,Mr.,Maynard,Isaac,male,31.0,Victualling,Entre Cook,B,B,,"Southampton, Hampshire, England"
0,Mr.,Maytum,Alfred,male,52.0,Victualling,Chief Butcher,B,,141.0,"Southampton, Hampshire, England"
0,Mr.,McCarthy,Frederick,male,36.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,McCawley,Thomas,male,36.0,Victualling,Gymnasium Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,McElroy,Hugh,male,37.0,Victualling,Purser,S,,157.0,"Southampton, Hampshire, England"
0,Mr.,McGrady,James,male,27.0,Victualling,Saloon Steward,S,,330.0,"Southampton, Hampshire, England"
1,Mrs.,McLaren,,female,40.0,Victualling,Stewardess,S,5,,"Southampton, Hampshire, England"
1,Mr.,McMicken,Arthur,male,23.0,Victualling,Saloon Steward,B,11,,"Southampton, Hampshire, England"
0,Mr.,McMicken,Benjamin,male,21.0,Victualling,Second Pantry Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,McMullin,James,male,31.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,McMurray,William,male,43.0,Victualling,Bedroom Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Mellor,Arthur,male,34.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Middleton,M.V.,male,24.0,Victualling,Saloon Steward,S,,,"London, England"
1,Mr.,Mills,Christopher,male,51.0,Victualling,Butcher,S,C,,"Southampton, Hampshire, England"
0,Mr.,Mishellamy,Abraham,male,52.0,Victualling,Printer Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Moore,Alfred,male,39.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Morgan (Bird),Charles,male,42.0,Victualling,Assistant Storekeeper,S,,,"Birkenhead, Cheshire, England"
1,Mr.,Morris,Frank,male,28.0,Victualling,Bathroom Steward,B,14,,"Southampton, Hampshire, England"
0,Mr.,Moss,William,male,34.0,Victualling,First Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Mullen,Thomas,male,20.0,Victualling,Steward,S,,323.0,"Maxwelltown, Dumfries, Scotland"
1,Mr.,Neal,Henry,male,25.0,Victualling,Baker,S,13,,"Southampton, Hampshire, England"
0,Mr.,Nicholls,Sidney,male,39.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Nichols,A.,male,34.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Nichols,Walter,male,35.0,Victualling,Steward,S,15,,"Southampton, Hampshire, England"
0,Mr.,O'Connor,Thomas,male,39.0,Victualling,Bedroom Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Olive,Ernest,male,28.0,Victualling,Clothes Presser Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Orpet,Walter,male,31.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Orr,J.,male,40.0,Victualling,Assistant Vegetable Cook,S,,,"Southampton, Hampshire, England"
0,Mr.,Osbourne,William,male,32.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Owen,Lewis,male,49.0,Victualling,Assistant Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Pacey,Reginald,male,17.0,Victualling,Lift Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Paintin,James,male,29.0,Victualling,Captain's Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Parsons,Edward,male,35.0,Victualling,Chief Storekeeper,S,,,"Southampton, Hampshire, England"
0,Mr.,Parsons,Richard,male,18.0,Victualling,Saloon Steward,S,,,"Ashbrittle, Somerset, England"
0,Mr.,Pearce,Alfred,male,24.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Pearcey,Albert,male,32.0,Victualling,Steward,S,C,,"Southampton, Hampshire, England"
0,Mr.,Pennal,Thomas,male,33.0,Victualling,Bath Steward,S,,,"Shirley, Hampshire, Hampshire, England"
0,Mr.,Penny,William,male,30.0,Victualling,Assistant Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Penrose,John,male,49.0,Victualling,Bedroom Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Perkins,Laurence,male,22.0,Victualling,Telephone Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Perrin,William,male,39.0,Victualling,Boots Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Perriton,Hubert,male,31.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Petty,Edwin,male,25.0,Victualling,Bedroom Steward,S,,82.0,"Southampton, Hampshire, England"
1,Mr.,Pfropper,Richard,male,30.0,Victualling,Saloon Steward,S,9,,"Southampton, Hampshire, England"
1,Mr.,Phillimore,Harold,male,23.0,Victualling,Saloon Steward,B,14,,"Southampton, Hampshire, England"
0,Mr.,Phillips,John,male,25.0,Victualling,Telegraphist,B,,,"Godalming, Surrey, England"
0,Mr.,Platt,W.,male,18.0,Victualling,Scullion,B,,,"Southampton, Hampshire, England"
0,Mr.,Pook,P.,male,34.0,Victualling,Assistant Pantry,B,,,"Southampton, Hampshire, England"
1,Mr.,Port,Frank,male,32.0,Victualling,Steward,B,13,,"Southampton, Hampshire, England"
0,Mr.,Porteus,Thomas,male,32.0,Victualling,Butcher,B,,,"Southampton, Hampshire, England"
1,Mr.,Prentice,Frank,male,22.0,Victualling,Storekeeper,B,4,,"Southampton, Hampshire, England"
1,Mrs.,Prichard,Alice,female,33.0,Victualling,Stewardess,B,11,,"Southampton, Hampshire, England"
0,Mr.,Prideaux,John,male,23.0,Victualling,Steward,B,,,"Southampton, Hampshire, England"
1,Mr.,Prior,Harold,male,21.0,Victualling,Steward,B,11,,"Southampton, Hampshire, England"
0,Mr.,Proctor,Charles,male,40.0,Victualling,Chef,B,,,"Liverpool, Lancashire, England"
0,Mr.,Pryce,Charles,male,22.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
1,Mr.,Pugh,Alfred,male,20.0,Victualling,Steward,S,14,,"Southampton, Hampshire, England"
0,Mr.,Puzey,John,male,35.0,Victualling,Saloon Steward,B,,,"Itchen, Hampshire, England"
0,Mr.,Randall,Frank,male,27.0,Victualling,Saloon Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Ransom,James,male,33.0,Victualling,Saloon Steward,B,,,"Bristol, Avon, England"
0,Mr.,Rattonbury,William,male,36.0,Victualling,Assistant Boots Steward,B,,,"Southampton, Hampshire, England"
1,Mr.,Ray,Frederick,male,32.0,Victualling,Saloon Steward,B,13,,"Southampton, Hampshire, England"
0,Mr.,Reed,Charles,male,43.0,Victualling,Bedroom Steward,S,,,"Southampton, Hampshire, England"
0,Mr.,Revell,William,male,31.0,Victualling,Saloon Steward,B,,,"Southampton, Hampshire, England"
0,Mr.,Rice,John,male,25.0,Victualling,Clerk,S,,64.0,"Crosby, Lancashire, England"
0,Mr.,Rice,John,male,25.0,Victualling,Steward,S,,,"Southampton, Hampshire, England"
